network, highestPlatform,lowestPlatform,baseToken,flashFee,amountIn,amountAfterTrade1,amountAfterTrade2,amountOut,profit
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3488.304074759351,1.0012867496146265,1.0012867496146265,0.0012867496146264923
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3488.304074759351,1.0022187533119378,1.0022187533119378,0.002218753311937771
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3488.304074759351,1.0018715378571017,1.0018715378571017,0.0018715378571017016
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3486.028621350259,1.0012180076723955,1.0012180076723955,0.001218007672395549
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3485.75880737376,1.0011405147309038,1.0011405147309038,0.0011405147309038188
optimism,sushiswap_v3,uniswap_v3,wETH,0,1,885.597076169846,1.0042805393883427,1.0042805393883427,0.004280539388342719
optimism,sushiswap_v3,uniswap_v3,wETH,0,1,885.597076169846,1.004335336468529,1.004335336468529,0.004335336468529016
polygon,uniswap_v3,quickswap_v3,wETH,0,1,3486.018785401722,1.0000745829078628,1.0000745829078628,0.00007458290786277466
polygon,uniswap_v3,quickswap_v3,wETH,0,1,3487.1486148629424,1.0003987101707217,1.0003987101707217,0.00039871017072168335
polygon,uniswap_v3,quickswap_v3,wETH,0,1,3487.560844402421,1.0005169712330206,1.0005169712330206,0.0005169712330206355
optimism,sushiswap_v3,uniswap_v3,wETH,0,1,885.597076169846,1.0056383579624528,1.0056383579624528,0.005638357962452822
optimism,sushiswap_v3,uniswap_v3,wETH,0,1,885.597076169846,1.0057429512334923,1.0057429512334923,0.005742951233492333
optimism,sushiswap_v3,uniswap_v3,wETH,0,1,885.597076169846,1.0056923106432174,1.0056923106432174,0.005692310643217402
polygon,uniswap_v3,quickswap_v3,wETH,0,1,3491.052672770173,1.0015187124781022,1.0015187124781022,0.0015187124781022021
polygon,uniswap_v3,quickswap_v3,wETH,0,1,3491.4358945810295,1.0016286517573334,1.0016286517573334,0.0016286517573333992
polygon,uniswap_v3,quickswap_v3,wETH,0,1,3491.1580827738944,1.001548952666694,1.001548952666694,0.0015489526666940812
polygon,uniswap_v3,quickswap_v3,wETH,0,1,3490.631031147629,1.0013977512625263,1.0013977512625263,0.0013977512625262811
polygon,uniswap_v3,quickswap_v3,wETH,0,1,3490.044823255747,1.0008600025251169,1.0008600025251169,0.0008600025251168653
polygon,uniswap_v3,quickswap_v3,wETH,0,1,3490.044823255747,1.0002664099909961,1.0002664099909961,0.0002664099909961415
polygon,uniswap_v3,quickswap_v3,wETH,0,1,3492.1198697375917,1.0018248716320748,1.0018248716320748,0.001824871632074787
polygon,uniswap_v3,quickswap_v3,wETH,0,1,3490.044823255747,1.0012295790153123,1.0012295790153123,0.0012295790153122876
polygon,uniswap_v3,quickswap_v3,wETH,0,1,3492.4441482129937,1.0009540699732962,1.0009540699732962,0.0009540699732961677
polygon,uniswap_v3,quickswap_v3,wETH,0,1,3492.4441482129937,1.0007955356289866,1.0007955356289866,0.0007955356289865989
polygon,uniswap_v3,quickswap_v3,wETH,0,1,3493.7283976234326,1.0011635504123466,1.0011635504123466,0.0011635504123466145
polygon,uniswap_v3,quickswap_v3,wETH,0,1,3492.93794455558,1.0009370380136198,1.0009370380136198,0.0009370380136197731
polygon,uniswap_v3,quickswap_v3,wETH,0,1,3495.1206976211683,1.0015625281949128,1.0015625281949128,0.00156252819491276
polygon,uniswap_v3,quickswap_v3,wETH,0,1,3492.2392572815797,1.0007368220402368,1.0007368220402368,0.0007368220402368397
polygon,uniswap_v3,quickswap_v3,wETH,0,1,3495.1206976211683,1.0015041950420545,1.0015041950420545,0.001504195042054457
optimism,sushiswap_v3,uniswap_v3,wETH,0,1,885.597076169846,1.0056475595933838,1.0056475595933838,0.005647559593383811
polygon,uniswap_v3,quickswap_v3,wETH,0,1,3496.2508622587616,1.001828036397922,1.001828036397922,0.0018280363979219505
polygon,uniswap_v3,quickswap_v3,wETH,0,1,3499.3343307749733,1.0027115843270014,1.0027115843270014,0.0027115843270013595
polygon,uniswap_v3,quickswap_v3,wETH,0,1,3500.251161305135,1.0029742961763302,1.0029742961763302,0.00297429617633016
polygon,uniswap_v3,quickswap_v3,wETH,0,1,3497.700935830424,1.0022435455865253,1.0022435455865253,0.0022435455865252862
polygon,uniswap_v3,quickswap_v3,wETH,0,1,3498.2311538980334,1.0023954761391265,1.0023954761391265,0.0023954761391264956
polygon,uniswap_v3,quickswap_v3,wETH,0,1,3499.784201497397,1.0028404918683176,1.0028404918683176,0.002840491868317585
polygon,uniswap_v3,quickswap_v3,wETH,0,1,3496.0710963668544,1.001776525646092,1.001776525646092,0.0017765256460919865
polygon,uniswap_v3,quickswap_v3,wETH,0,1,3496.051840793848,1.0017710080863818,1.0017710080863818,0.0017710080863817534
polygon,uniswap_v3,quickswap_v3,wETH,0,1,3498.865543876674,1.0025772564780242,1.0025772564780242,0.0025772564780242035
polygon,uniswap_v3,quickswap_v3,wETH,0,1,3497.9889339148704,1.0023260695720155,1.0023260695720155,0.002326069572015532
polygon,uniswap_v3,quickswap_v3,wETH,0,1,3496.5709948370136,1.0019197683144498,1.0019197683144498,0.0019197683144498434
polygon,uniswap_v3,quickswap_v3,wETH,0,1,3496.5709948370136,1.0012668902007118,1.0012668902007118,0.001266890200711801
polygon,uniswap_v3,quickswap_v3,wETH,0,1,3497.578541484662,1.0022084742795991,1.0022084742795991,0.0022084742795991374
optimism,sushiswap_v3,uniswap_v3,wETH,0,1,885.597076169846,1.004901373090413,1.004901373090413,0.004901373090413053
optimism,sushiswap_v3,uniswap_v3,wETH,0,1,885.597076169846,1.0043811888325478,1.0043811888325478,0.004381188832547789
optimism,sushiswap_v3,uniswap_v3,wETH,0,1,885.597076169846,1.0036020772949692,1.0036020772949692,0.003602077294969197
optimism,sushiswap_v3,uniswap_v3,wETH,0,1,885.597076169846,1.0043486907283001,1.0043486907283001,0.004348690728300131
optimism,sushiswap_v3,uniswap_v3,wETH,0,1,885.597076169846,1.0023048927163396,1.0023048927163396,0.0023048927163396016
optimism,sushiswap_v3,uniswap_v3,wETH,0,1,885.597076169846,1.0042968918812476,1.0042968918812476,0.0042968918812476
polygon,uniswap_v3,quickswap_v3,wETH,0,1,3495.9006502907146,1.0010749324797827,1.0010749324797827,0.001074932479782742
polygon,uniswap_v3,quickswap_v3,wETH,0,1,3497.702343371156,1.0015908595495928,1.0015908595495928,0.0015908595495928157
polygon,uniswap_v3,quickswap_v3,wETH,0,1,3495.4805405632155,1.000954631201468,1.000954631201468,0.0009546312014681035
polygon,uniswap_v3,quickswap_v3,wETH,0,1,3498.8157213794943,1.0019096829161633,1.0019096829161633,0.0019096829161633355
polygon,uniswap_v3,quickswap_v3,wETH,0,1,3494.4989212874025,1.0006735378442604,1.0006735378442604,0.0006735378442603857
polygon,uniswap_v3,quickswap_v3,wETH,0,1,3498.7732402311767,1.0018975181503598,1.0018975181503598,0.0018975181503597671
polygon,uniswap_v3,quickswap_v3,wETH,0,1,3498.7732402311767,1.00167944179876,1.00167944179876,0.0016794417987600063
optimism,sushiswap_v3,uniswap_v3,wETH,0,1,885.597076169846,1.0008005760503804,1.0008005760503804,0.0008005760503804193
optimism,sushiswap_v3,uniswap_v3,wETH,0,1,885.597076169846,1.0002768466474081,1.0002768466474081,0.00027684664740812437
optimism,sushiswap_v3,uniswap_v3,wETH,0,1,885.597076169846,1.0002145111900707,1.0002145111900707,0.00021451119007065422
polygon,uniswap_v3,quickswap_v3,wETH,0,1,3498.93427169525,1.001725544216942,1.001725544216942,0.0017255442169419322
polygon,uniswap_v3,quickswap_v3,wETH,0,1,3503.3243073658373,1.0029823871667582,1.0029823871667582,0.002982387166758249
polygon,uniswap_v3,quickswap_v3,wETH,0,1,3502.957880549181,1.0028774811943026,1.0028774811943026,0.0028774811943026446
polygon,uniswap_v3,quickswap_v3,wETH,0,1,3501.4902377240865,1.0024573031647874,1.0024573031647874,0.0024573031647874277
optimism,sushiswap_v3,uniswap_v3,wETH,0,1,885.597076169846,1.0002046119392238,1.0002046119392238,0.00020461193922383103
optimism,sushiswap_v3,uniswap_v3,wETH,0,1,885.597076169846,1.0000463282050784,1.0000463282050784,0.0000463282050784386
polygon,uniswap_v3,quickswap_v3,wETH,0,1,3501.2010316729807,1.0023745050707282,1.0023745050707282,0.002374505070728228
polygon,uniswap_v3,quickswap_v3,wETH,0,1,3505.4073334342006,1.0035787460177459,1.0035787460177459,0.003578746017745882
polygon,uniswap_v3,quickswap_v3,wETH,0,1,3509.1225577825285,1.00425430460834,1.00425430460834,0.004254304608340087
polygon,uniswap_v3,quickswap_v3,wETH,0,1,3509.1225577825285,1.0046423942155194,1.0046423942155194,0.004642394215519374
polygon,uniswap_v3,quickswap_v3,wETH,0,1,3509.1225577825285,1.0011842459551432,1.0011842459551432,0.001184245955143215
polygon,uniswap_v3,quickswap_v3,wETH,0,1,3509.1225577825285,1.0044339161892426,1.0044339161892426,0.004433916189242604
optimism,uniswap_v3,sushiswap_v3,wETH,0,1,885.6116033988316,1.0000164038809256,1.0000164038809256,0.000016403880925608405
optimism,sushiswap_v3,uniswap_v3,wETH,0,1,885.597076169846,1.0000118634069162,1.0000118634069162,0.000011863406916168273
polygon,uniswap_v3,quickswap_v3,wETH,0,1,3505.123473650063,1.0000432712625396,1.0000432712625396,0.00004327126253955704
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3504.9718090947176,1.0000502180404898,1.0000502180404898,0.00005021804048976897
polygon,uniswap_v3,quickswap_v3,wETH,0,1,3513.56140204663,1.0024506881709074,1.0024506881709074,0.0024506881709074335
polygon,uniswap_v3,quickswap_v3,wETH,0,1,3508.9607037659503,1.001138067547614,1.001138067547614,0.00113806754761403
polygon,uniswap_v3,quickswap_v3,wETH,0,1,3512.8131520989764,1.0006894492095084,1.0006894492095084,0.0006894492095084193
polygon,uniswap_v3,quickswap_v3,wETH,0,1,3512.8131520989764,1.002237205726994,1.002237205726994,0.0022372057269939294
optimism,uniswap_v3,sushiswap_v3,wETH,0,1,885.8493819640437,1.0002848990821978,1.0002848990821978,0.00028489908219775373
polygon,uniswap_v3,quickswap_v3,wETH,0,1,3512.89819657315,1.0007136756924822,1.0007136756924822,0.0007136756924821519
polygon,uniswap_v3,quickswap_v3,wETH,0,1,3511.820283209476,1.0004066122412008,1.0004066122412008,0.00040661224120075445
polygon,uniswap_v3,quickswap_v3,wETH,0,1,3511.8056929209274,1.0004024559291,1.0004024559291,0.0004024559291000429
optimism,uniswap_v3,sushiswap_v3,wETH,0,1,886.0410188056444,1.0005012918941858,1.0005012918941858,0.0005012918941857958
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3510.392914479025,1.0003107675990177,1.0003107675990177,0.0003107675990177139
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3510.392914479025,1.0013176129060017,1.0013176129060017,0.0013176129060017416
optimism,uniswap_v3,sushiswap_v3,wETH,0,1,886.0745965280289,1.0005392072433756,1.0005392072433756,0.000539207243375639
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3510.392914479025,1.0006362121109804,1.0006362121109804,0.0006362121109804164
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3510.392914479025,1.0066190056314999,1.0066190056314999,0.0066190056314998635
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3510.392914479025,1.0063818661734727,1.0063818661734727,0.0063818661734726945
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3510.392914479025,1.0061430412397276,1.0061430412397276,0.006143041239727642
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3510.392914479025,1.0062437236527433,1.0062437236527433,0.006243723652743283
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3510.392914479025,1.0057839995059865,1.0057839995059865,0.005783999505986515
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3510.392914479025,1.0059637293899535,1.0059637293899535,0.005963729389953487
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3501.271813340498,1.0029264395489326,1.0029264395489326,0.002926439548932569
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3510.392914479025,1.0055391454390534,1.0055391454390534,0.005539145439053428
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3510.392914479025,1.005735932216139,1.005735932216139,0.005735932216138995
optimism,uniswap_v3,sushiswap_v3,wETH,0,1,886.0758423573334,1.0005406140110107,1.0005406140110107,0.0005406140110106872
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3501.271813340498,1.002612641009079,1.002612641009079,0.0026126410090789864
polygon,uniswap_v3,quickswap_v3,wETH,0,1,3505.3830415133248,1.001174209941988,1.001174209941988,0.0011742099419880248
polygon,uniswap_v3,quickswap_v3,wETH,0,1,3503.416317526592,1.0006124929169804,1.0006124929169804,0.0006124929169804005
polygon,uniswap_v3,quickswap_v3,wETH,0,1,3504.661621821972,1.000968164901839,1.000968164901839,0.0009681649018389304
polygon,uniswap_v3,quickswap_v3,wETH,0,1,3508.388495431167,1.0020325991439891,1.0020325991439891,0.0020325991439891222
polygon,uniswap_v3,quickswap_v3,wETH,0,1,3510.92473025385,1.002756974444707,1.002756974444707,0.0027569744447069056
polygon,uniswap_v3,quickswap_v3,wETH,0,1,3510.2317790677457,1.002559060308631,1.002559060308631,0.002559060308630956
polygon,uniswap_v3,quickswap_v3,wETH,0,1,3510.2317790677457,1.0015512717357629,1.0015512717357629,0.0015512717357628603
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3504.7948898155287,1.0049356662298279,1.0049356662298279,0.004935666229827884
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3504.7948898155287,1.0046538816847803,1.0046538816847803,0.004653881684780314
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3509.1873492595123,1.0027353183377552,1.0027353183377552,0.0027353183377551993
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3504.7948898155287,1.0027289908058898,1.0027289908058898,0.0027289908058898416
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3504.7948898155287,1.0014801917855127,1.0014801917855127,0.00148019178551273
optimism,uniswap_v3,sushiswap_v3,wETH,0,1,886.1513040667717,1.000625823991338,1.000625823991338,0.000625823991337926
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3509.1873492595123,1.0022856333075592,1.0022856333075592,0.002285633307559154
optimism,uniswap_v3,sushiswap_v3,wETH,0,1,886.1964497467222,1.0006768016663612,1.0006768016663612,0.0006768016663611931
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3509.1873492595123,1.0016387717718402,1.0016387717718402,0.0016387717718402417
optimism,uniswap_v3,sushiswap_v3,wETH,0,1,886.3028522578185,1.0007969494332851,1.0007969494332851,0.0007969494332851212
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3509.1873492595123,1.0016479490564738,1.0016479490564738,0.0016479490564738075
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3509.1873492595123,1.0014151342919821,1.0014151342919821,0.0014151342919821452
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3509.1873492595123,1.0009047406024385,1.0009047406024385,0.000904740602438503
optimism,uniswap_v3,sushiswap_v3,wETH,0,1,886.3081785133771,1.0008029637435194,1.0008029637435194,0.0008029637435194026
optimism,uniswap_v3,sushiswap_v3,wETH,0,1,886.3532708834263,1.0008538812219783,1.0008538812219783,0.0008538812219782699
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3509.1873492595123,1.0006974885729865,1.0006974885729865,0.0006974885729864599
optimism,uniswap_v3,sushiswap_v3,wETH,0,1,886.6172734728281,1.0011519881111108,1.0011519881111108,0.0011519881111108354
polygon,uniswap_v3,quickswap_v3,wETH,0,1,3510.5519652418748,1.0003888695149463,1.0003888695149463,0.0003888695149463217
polygon,uniswap_v3,quickswap_v3,wETH,0,1,3509.6188568268717,1.0001229650983012,1.0001229650983012,0.00012296509830123092
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3509.1873492595123,1.0002989575673893,1.0002989575673893,0.0002989575673892908
optimism,uniswap_v3,sushiswap_v3,wETH,0,1,886.7341356041907,1.001283946689687,1.001283946689687,0.00128394668968701
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3509.1873492595123,1.0004480229799844,1.0004480229799844,0.0004480229799843638
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3509.1873492595123,1.0006088692419646,1.0006088692419646,0.0006088692419645714
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3509.1873492595123,1.00099032381385,1.00099032381385,0.0009903238138500026
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3509.1873492595123,1.00161684584221,1.00161684584221,0.0016168458422098908
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3509.1873492595123,1.0030293916867377,1.0030293916867377,0.003029391686737659
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3505.4508598612306,1.000958331616928,1.000958331616928,0.0009583316169279321
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3509.1873492595123,1.0020252614766596,1.0020252614766596,0.002025261476659601
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3503.3816497277285,1.0003674823351105,1.0003674823351105,0.00036748233511052497
polygon,uniswap_v3,quickswap_v3,wETH,0,1,3504.4062911486335,1.000292472109336,1.000292472109336,0.0002924721093360283
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3503.3816497277285,1.0001418896952654,1.0001418896952654,0.00014188969526540696
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3503.3816497277285,1.0006113516408037,1.0006113516408037,0.0006113516408037256
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3503.3816497277285,1.0004528348244444,1.0004528348244444,0.0004528348244443592
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3503.3816497277285,1.000452904095601,1.000452904095601,0.0004529040956009478
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3503.3816497277285,1.000419105576852,1.000419105576852,0.0004191055768520968
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3503.3816497277285,1.0002192995467196,1.0002192995467196,0.00021929954671962015
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3503.3816497277285,1.0003883587216205,1.0003883587216205,0.00038835872162046314
polygon,uniswap_v3,quickswap_v3,wETH,0,1,3504.089911002772,1.0002021650353448,1.0002021650353448,0.00020216503534475905
polygon,uniswap_v3,quickswap_v3,wETH,0,1,3504.087573068571,1.0002014976989153,1.0002014976989153,0.00020149769891530944
polygon,uniswap_v3,quickswap_v3,wETH,0,1,3504.011591480751,1.0001798096285262,1.0001798096285262,0.0001798096285261508
optimism,uniswap_v3,sushiswap_v3,wETH,0,1,886.8510053435169,1.0014159138590364,1.0014159138590364,0.0014159138590363884
polygon,uniswap_v3,quickswap_v3,wETH,0,1,3504.858316436591,1.0004214975291021,1.0004214975291021,0.0004214975291021439
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3503.3816497277285,1.0000525424406348,1.0000525424406348,0.000052542440634795184
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3503.3816497277285,1.0001638360777108,1.0001638360777108,0.00016383607771075503
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3503.3816497277285,1.0003054746466857,1.0003054746466857,0.00030547464668573276
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3503.3816497277285,1.0007245307056345,1.0007245307056345,0.0007245307056344963
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3503.3816497277285,1.0010758898809036,1.0010758898809036,0.0010758898809035689
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3503.3816497277285,1.0010279802997284,1.0010279802997284,0.0010279802997283927
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3503.3816497277285,1.0010758898809036,1.0010758898809036,0.0010758898809035689
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3503.3816497277285,1.0010279802997284,1.0010279802997284,0.0010279802997283927
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3503.3816497277285,1.0008927177456972,1.0008927177456972,0.0008927177456972135
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3503.3816497277285,1.0008927177456972,1.0008927177456972,0.0008927177456972135
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3503.3816497277285,1.0006240319614366,1.0006240319614366,0.0006240319614365664
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3503.3816497277285,1.0006240319614366,1.0006240319614366,0.0006240319614365664
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3503.3816497277285,1.000693708595231,1.000693708595231,0.0006937085952309907
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3503.3816497277285,1.000693708595231,1.000693708595231,0.0006937085952309907
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3503.3816497277285,1.0005611668486574,1.0005611668486574,0.0005611668486573684
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3503.3816497277285,1.0005611668486574,1.0005611668486574,0.0005611668486573684
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3503.3816497277285,1.0003001259828532,1.0003001259828532,0.00030012598285322767
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3503.3816497277285,1.0003001259828532,1.0003001259828532,0.00030012598285322767
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3503.3816497277285,1.0005959337049686,1.0005959337049686,0.0005959337049685764
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3503.3816497277285,1.0005959337049686,1.0005959337049686,0.0005959337049685764
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3503.3816497277285,1.0009392703992923,1.0009392703992923,0.0009392703992923135
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3503.3816497277285,1.0009392703992923,1.0009392703992923,0.0009392703992923135
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3503.3816497277285,1.0006404305712464,1.0006404305712464,0.0006404305712464087
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3503.3816497277285,1.0006404305712464,1.0006404305712464,0.0006404305712464087
optimism,uniswap_v3,sushiswap_v3,wETH,0,1,0.057513726734163106,1.0042855452606754,1.0042855452606754,0.004285545260675372
optimism,uniswap_v3,sushiswap_v3,wETH,0,1,0.057513726734163106,1.0042855452606754,1.0042855452606754,0.004285545260675372
polygon,uniswap_v3,quickswap_v3,wETH,0,1,3504.0779454269305,1.0001987495993352,1.0001987495993352,0.00019874959933519065
polygon,uniswap_v3,quickswap_v3,wETH,0,1,3504.0779454269305,1.0001987495993352,1.0001987495993352,0.00019874959933519065
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3504.7008450444227,1.0001777642013658,1.0001777642013658,0.0001777642013658376
polygon,quickswap_v3,uniswap_v3,wETH,0,1,3504.7008450444227,1.0001777642013658,1.0001777642013658,0.0001777642013658376
polygon,uniswap_v3,quickswap_v3,wETH,0,1,3506.7032218142986,1.0005713402822118,1.0005713402822118,0.0005713402822118407
polygon,uniswap_v3,quickswap_v3,wETH,0,1,3506.7032218142986,1.0005713402822118,1.0005713402822118,0.0005713402822118407
polygon,uniswap_v3,quickswap_v3,wETH,0,1,3507.4657241650807,1.0007889058846684,1.0007889058846684,0.0007889058846684005
polygon,uniswap_v3,quickswap_v3,wETH,0,1,3507.4657241650807,1.0007889058846684,1.0007889058846684,0.0007889058846684005
polygon,uniswap_v3,quickswap_v3,wETH,0,1,3509.8131117160697,1.0014586884580678,1.0014586884580678,0.0014586884580678472
